show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4931,DATA SCIENCE,The Magic School Bus Rides Again,PYTHON,"Kate McKinnon, Miles Koseleci-Vieira, Mikaela Blake, Gabby Clarke, Leke Maceda-Rustecki, Matthew Mintz, Lynsey Pham, Birva Pandya, Kaden Stephen, Lily Tomlin",USA,"April 13, 2018",2018,TV-Y,2 Seasons,Kids' TV,"Ms. Frizzle's kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun."
s4933,DATA SCIENCE,Greg Davies: You Magnificent Beast,PYTHON,Greg Davies,UK,"April 10, 2018",2018,TV-MA,66 min,Stand-Up Comedy,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special."
s4935,DATA SCIENCE,6 Balloons,PYTHON,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",USA,"April 6, 2018",2018,TV-MA,75 min,"Dramas, Independent Movies",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
s4936,DATA SCIENCE,Amateur,PYTHON,"Michael Rainey Jr., Josh Charles, Brian White, Sharon Leal, Ashlee Brian, Corey Parker Robinson",USA,"April 6, 2018",2018,TV-MA,96 min,"Dramas, Independent Movies, Sports Movies","After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports."
s4938,DATA SCIENCE,"Ram Dass, Going Home",PYTHON,Ram Dass,USA,"April 6, 2018",2018,TV-14,32 min,"Documentaries, Faith & Spirituality","From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close."
s4939,DATA SCIENCE,Seth Rogen's Hilarity for Charity,PYTHON,"Seth Rogen, Ike Barinholtz, Michael Che, Sacha Baron Cohen, Jeff Goldblum, Tiffany Haddish, Chris Hardwick, Nick Kroll, John Mulaney, Kumail Nanjiani, Chelsea Peretti, Craig Robinson & The Nasty Delicious, Lauren Miller Rogen, Justin Roiland, Sarah Silverman, Michelle Wolf",USA,"April 6, 2018",2018,TV-MA,70 min,Stand-Up Comedy,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth."
s4947,DATA SCIENCE,Star Trek: The Next Generation,PYTHON,"Patrick Stewart, Jonathan Frakes, LeVar Burton, Michael Dorn, Marina Sirtis, Brent Spiner, Gates McFadden, Majel Barrett, Wil Wheaton",USA,"April 2, 2018",1993,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds."
s4951,DATA SCIENCE,John Mulaney: New in Town,PYTHON,John Mulaney,USA,"April 1, 2018",2012,TV-MA,60 min,Stand-Up Comedy,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
s4952,DATA SCIENCE,Loaded,PYTHON,"Jim Howick, Samuel Anderson, Jonny Sweet, Nick Helm, Mary McCormack, Aimee-Ffion Edwards, Lolly Adefope",UK,"April 1, 2018",2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.
s4958,DATA SCIENCE,Doctor Foster,PYTHON,"Suranne Jones, Bertie Carvel, Clare-Hope Ashitey, Cheryl Campbell, Jodie Comer, Victoria Hamilton, Martha Howe-Douglas, Adam James, Thusitha Jayasundera, Sara Stewart, Neil Stuke, Tom Taylor, Robert Pugh, Shazia Nicholls, Cian Barry, Megan Roberts, Charlie Cunniffe, Navin Chowdhry",UK,"March 31, 2018",2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows","When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession."
s4959,DATA SCIENCE,Revolt,PYTHON,"Lee Pace, Bérénice Marlohe, Jason Flemyng, Sibulele Gcilitshana, Wandile Molebatsi, Sekoati Sk Tsubane, Leroy Gopal, Welile Nzunza, Patrick Bakoba, Tom Fairfoot",UK,"March 31, 2018",2017,R,87 min,"Action & Adventure, Sci-Fi & Fantasy","Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside."
s4960,DATA SCIENCE,First Match,PYTHON,"Elvire Emanuelle, Yahya Abdul-Mateen II, Colman Domingo, Jharrel Jerome, Kim Ramirez, Jared Kemp, Allen Maldonado",USA,"March 30, 2018",2018,TV-MA,103 min,"Dramas, Independent Movies, Sports Movies",A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.
s4961,DATA SCIENCE,Happy Anniversary,PYTHON,"Noël Wells, Ben Schwartz, Joe Pantoliano, Annie Potts, Rahul Kohli, Kristin Bauer van Straten, David Walton, Leonardo Nam, Kate Berlant",USA,"March 30, 2018",2018,TV-MA,78 min,"Comedies, Romantic Movies",A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.
s4962,DATA SCIENCE,Rapture,PYTHON,"Logic, Nas, Dave West, T.I., G-Eazy, 2 Chainz, Rapsody, Just Blaze, A Boogie Wit tha Hoodie",USA,"March 30, 2018",2018,TV-MA,1 Season,Docuseries,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.
s4968,DATA SCIENCE,Trump: An American Dream,PYTHON,Donald Trump,UK,"March 30, 2018",2018,TV-14,1 Season,Docuseries,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president."
s4969,DATA SCIENCE,James Acaster: Repertoire,PYTHON,James Acaster,UK,"March 27, 2018",2018,TV-14,1 Season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
s4971,DATA SCIENCE,"Game Over, Man!",PYTHON,"Adam DeVine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal McDonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf",USA,"March 23, 2018",2018,TV-MA,102 min,"Action & Adventure, Comedies",Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
s4973,DATA SCIENCE,Paradox,PYTHON,"Neil Young, Lukas Nelson, Micah Nelson, Corey McCormick, Anthony Logerfo, Tato",USA,"March 23, 2018",2018,TV-MA,74 min,"Dramas, Independent Movies, Music & Musicals",Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.
s4974,DATA SCIENCE,Requiem,PYTHON,"Lydia Wilson, Joel Fry, Brendan Coyle, James Frecheville, Claire Rushbrook, Joanna Scanlan, Pippa Haywood, Tara Fitzgerald, Richard Harrington, Sian Reese-Williams",UK,"March 23, 2018",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town."
s4975,DATA SCIENCE,Roxanne Roxanne,PYTHON,"Chanté Adams, Mahershala Ali, Nia Long, Elvis Nolasco, Kevin Phillips, Shenell Edmonds",USA,"March 23, 2018",2018,TV-MA,100 min,"Dramas, Music & Musicals","She grew up in a tough New York neighborhood in the '80s and made history with ""Roxanne's Revenge."" The story of teen battle rap champ Roxanne Shante."
s4977,DATA SCIENCE,The Standups,PYTHON,"Nate Bargatze, Fortune Feimster, Deon Cole, Nikki Glaser, Beth Stelling, Dan Soder",USA,"March 20, 2018",2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions."
s4980,DATA SCIENCE,Take Your Pills,PYTHON,,USA,"March 16, 2018",2018,TV-14,88 min,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?"
s4981,DATA SCIENCE,Wild Wild Country,PYTHON,,USA,"March 16, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries","When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal."
s4990,DATA SCIENCE,Ricky Gervais: Humanity,PYTHON,Ricky Gervais,UK,"March 13, 2018",2018,TV-MA,79 min,Stand-Up Comedy,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally."
s4991,DATA SCIENCE,Stretch Armstrong: The Breakout,PYTHON,"Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino",USA,"March 13, 2018",2018,TV-Y7,104 min,Children & Family Movies,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos."
s4994,DATA SCIENCE,The Outsider,PYTHON,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Emile Hirsch, Raymond Nicholson, Rory Cochrane, Nao Omori, Min Tanaka",USA,"March 9, 2018",2018,TV-MA,121 min,"Dramas, Thrillers","An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom."
s4999,DATA SCIENCE,Gad Elmaleh: American Dream,PYTHON,Gad Elmaleh,USA,"March 6, 2018",2018,TV-14,58 min,Stand-Up Comedy,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more."
s5001,DATA SCIENCE,Flint Town,PYTHON,,USA,"March 2, 2018",2018,TV-MA,1 Season,"Docuseries, Science & Nature TV","Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions."
s5006,DATA SCIENCE,Adel Karam: Live from Beirut,PYTHON,Adel Karam,USA,"March 1, 2018",2018,TV-MA,59 min,Stand-Up Comedy,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco."
s5007,DATA SCIENCE,Battle Drone,PYTHON,"Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",USA,"March 1, 2018",2018,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush."
s5011,DATA SCIENCE,Love Beats Rhymes,PYTHON,"Azealia Banks, Lucien Laviscount, Jill Scott, Common, Lorraine Toussaint, Hana Mae Lee, Jeremie Harris",USA,"March 1, 2018",2016,R,106 min,"Dramas, Music & Musicals, Romantic Movies","After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry."
s5024,DATA SCIENCE,Derren Brown: The Push,PYTHON,Derren Brown,UK,"February 27, 2018",2018,TV-MA,69 min,Movies,Mentalist Derren Brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.
s5025,DATA SCIENCE,Marlon Wayans: Woke-ish,PYTHON,Marlon Wayans,USA,"February 27, 2018",2018,TV-MA,67 min,Stand-Up Comedy,"Rollicking, outrageous and audacious, Marlon Wayans gets raw on racism, age-appropriate rap rhymes, gay rights, raising kids and even the Kardashians."
s5030,DATA SCIENCE,Seven Seconds,PYTHON,"Clare-Hope Ashitey, Regina King, Beau Knapp, Michael Mosley, David Lyons, Russell Hornsby, Raúl Castillo, Patrick Murney",USA,"February 23, 2018",2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.
s5031,DATA SCIENCE,Hitler's Circle of Evil,PYTHON,"Alisdair Simpson, Henrik Jørgensen, James Lowe, Blake Scott, Peter Turnbull",UK,"February 22, 2018",2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future."
s5033,DATA SCIENCE,The Frankenstein Chronicles,PYTHON,"Sean Bean, Tom Ward, Richie Campbell, Vanessa Kirby, Ed Stoppard, Ryan Sampson, Robbie Gee, Anna Maxwell Martin, Elliot Cowan, Charlie Creed-Miles, Eloise Smyth, Samuel West",UK,"February 20, 2018",2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","A detective tracks what seems to be a killer with a taste for dismemberment in 1827 London, but the case leads in a far more terrifying direction."
s5036,DATA SCIENCE,Dragons: Race to the Edge,PYTHON,"Jay Baruchel, America Ferrera, T.J. Miller, Christopher Mintz-Plasse, Andree Vermeulen, Zack Pearlman",USA,"February 16, 2018",2018,TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure","From the creators of ""How to Train Your Dragon"" comes an all-new Netflix original series that takes Hiccup and Toothless to the edge of adventure!"
s5037,DATA SCIENCE,Everything Sucks!,PYTHON,"Jahi Di'Allo Winston, Peyton Kennedy, Patch Darragh, Claudine Mboligikpelani Nako, Rio Mangini, Quinn Liebling, Sydney Sweeney, Elijah Stevenson, Zachary Ray Sherman, Abi Brittle",USA,"February 16, 2018",2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows","It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era."
s5038,DATA SCIENCE,Irreplaceable You,PYTHON,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",USA,"February 16, 2018",2018,TV-MA,96 min,"Dramas, Romantic Movies","A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
s5040,DATA SCIENCE,Chris Rock: Tamborine,PYTHON,Chris Rock,USA,"February 14, 2018",2018,TV-MA,65 min,Stand-Up Comedy,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics."
s5042,DATA SCIENCE,Seeing Allred,PYTHON,Gloria Allred,USA,"February 9, 2018",2018,TV-14,96 min,Documentaries,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business."
s5045,DATA SCIENCE,When We First Met,PYTHON,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor",USA,"February 9, 2018",2018,TV-14,97 min,"Comedies, Romantic Movies","Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him."
s5047,DATA SCIENCE,Valor,PYTHON,"Christina Ochoa, Matt Barr, Corbin Reid, Charlie Barnett, W. Tré Davis",USA,"February 6, 2018",2017,TV-14,1 Season,"TV Action & Adventure, TV Dramas","Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy."
s5048,DATA SCIENCE,The Cloverfield Paradox,PYTHON,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee",USA,"February 5, 2018",2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality."
s5049,DATA SCIENCE,Coach Snoop,PYTHON,Snoop Dogg,USA,"February 2, 2018",2018,TV-MA,1 Season,"Docuseries, Reality TV","Fueled by his own rough upbringing, Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals."
s5054,DATA SCIENCE,Newness,PYTHON,"Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton, Matthew Gray Gubler, Albert Hammond Jr.",USA,"February 1, 2018",2017,TV-MA,117 min,"Dramas, Independent Movies, Romantic Movies","Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution."
s5055,DATA SCIENCE,Under Arrest,PYTHON,,USA,"February 1, 2018",2016,TV-MA,8 Seasons,"Crime TV Shows, Docuseries, International TV Shows","Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series."
s5057,DATA SCIENCE,Jerry Seinfeld: I'm Telling You for the Last Time,PYTHON,Jerry Seinfeld,USA,"January 30, 2018",1998,TV-14,69 min,Stand-Up Comedy,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
s5058,DATA SCIENCE,Retribution,PYTHON,"Georgina Campbell, Joe Dempsie, Adrian Edmondson, Steve Evets, Laura Fraser, Julie Graham, John Lynch, Gary Lewis, Juliet Stevenson, Joanna Vanderham",UK,"January 30, 2018",2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",A dark web of secrets and lies emerges when a newlywed couple is killed and detectives question their feuding families.
s5060,DATA SCIENCE,A Futile and Stupid Gesture,PYTHON,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",USA,"January 26, 2018",2018,TV-MA,102 min,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
s5064,DATA SCIENCE,The Adventures of Puss in Boots,PYTHON,"Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman",USA,"January 26, 2018",2018,TV-Y7,6 Seasons,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series."
s5068,DATA SCIENCE,Todd Glass: Act Happy,PYTHON,Todd Glass,USA,"January 23, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.
s5072,DATA SCIENCE,Harith Iskander: I Told You So,PYTHON,Harith Iskander,USA,"January 19, 2018",2018,TV-14,62 min,Stand-Up Comedy,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more."
s5073,DATA SCIENCE,Step Sisters,PYTHON,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",USA,"January 19, 2018",2018,PG-13,108 min,Comedies,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship."
s5075,DATA SCIENCE,Bad Day for the Cut,PYTHON,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",UK,"January 18, 2018",2017,TV-MA,99 min,"Independent Movies, International Movies, Thrillers","A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion."
s5079,DATA SCIENCE,Katt Williams: Great America,PYTHON,Katt Williams,USA,"January 16, 2018",2018,TV-MA,60 min,Stand-Up Comedy,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef."
s5083,DATA SCIENCE,Disjointed,PYTHON,"Kathy Bates, Aaron Moten, Tone Bell, Dougie Baldwin, Elizabeth Ho, Elizabeth Alderfer, Chris Redd, Betsy Sodaro, Nicole Sullivan, Michael Trucco",USA,"January 12, 2018",2018,TV-MA,2 Seasons,TV Comedies,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.
s5085,DATA SCIENCE,The Polka King,PYTHON,"Jack Black, Jenny Slate, Jason Schwartzman, Jacki Weaver, J.B. Smoove, Vanessa Bayer, Robert Capron, Willie Garson, Lew Schneider",USA,"January 12, 2018",2018,TV-14,94 min,"Comedies, Independent Movies","Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story."
s5087,DATA SCIENCE,Tom Segura: Disgraceful,PYTHON,Tom Segura,USA,"January 12, 2018",2018,TV-MA,71 min,Stand-Up Comedy,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more."
s5092,DATA SCIENCE,Before I Wake,PYTHON,"Kate Bosworth, Thomas Jane, Jacob Tremblay, Annabeth Gish, Dash Mihok, Jay Karnes, Lance E. Nichols",USA,"January 5, 2018",2016,PG-13,97 min,"Horror Movies, Thrillers","Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability."
s5094,DATA SCIENCE,Mustang Island,PYTHON,"Macon Blair, Lee Eddy, John Merriman, Byron Brown, Jason Newman",USA,"January 2, 2018",2017,TV-14,86 min,"Comedies, Dramas, Independent Movies","After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way."
s5098,DATA SCIENCE,Lovesick,PYTHON,"Johnny Flynn, Antonia Thomas, Daniel Ings, Hannah Britland, Joshua McGuire, Richard Thomson, Jessica Ellerby",UK,"January 1, 2018",2018,TV-MA,3 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows","In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners."
s5101,DATA SCIENCE,Dave Chappelle: Equanimity & The Bird Revelation,PYTHON,Dave Chappelle,USA,"December 31, 2017",2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love."
s5102,DATA SCIENCE,Fun Mom Dinner,PYTHON,"Katie Aselton, Toni Collette, Bridget Everett, Molly Shannon, Adam Scott, Rob Huebel, Adam Levine, Paul Rust",USA,"December 31, 2017",2017,R,82 min,"Comedies, International Movies","Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy."
s5108,DATA SCIENCE,Mr. Roosevelt,PYTHON,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda, Andre Hyland, Armen Weitzman, Sergio Cilli",USA,"December 26, 2017",2017,TV-MA,91 min,"Comedies, Independent Movies","A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend."
s5109,DATA SCIENCE,Todd Barry: Spicy Honey,PYTHON,Todd Barry,USA,"December 26, 2017",2017,TV-MA,61 min,Stand-Up Comedy,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more."
s5111,DATA SCIENCE,Creep 2,PYTHON,"Mark Duplass, Desiree Akhavan, Karan Soni",USA,"December 23, 2017",2017,TV-MA,80 min,"Horror Movies, Independent Movies, Thrillers","A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side."
s5112,DATA SCIENCE,Myths & Monsters,PYTHON,Nicholas Day,UK,"December 23, 2017",2017,TV-PG,1 Season,"British TV Shows, Docuseries",This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.
s5114,DATA SCIENCE,Bright,PYTHON,"Will Smith, Joel Edgerton, Noomi Rapace, Lucy Fry, Edgar Ramírez, Ike Barinholtz, Brad William Henke, Enrique Murciano, Happy Anderson, Kenneth Choi, Andrea Navedo, Dawn Olivieri",USA,"December 22, 2017",2017,TV-MA,118 min,"Action & Adventure, Sci-Fi & Fantasy","In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war."
s5118,DATA SCIENCE,Russell Howard: Recalibrate,PYTHON,Russell Howard,UK,"December 19, 2017",2017,TV-MA,69 min,Stand-Up Comedy,"Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive."
s5122,DATA SCIENCE,Christmas Inheritance,PYTHON,"Eliza Taylor, Jake Lacy, Andie MacDowell, Michael Xavier, Neil Crone, Anthony Sherwood, Joanna Douglas, Martin Roach",USA,"December 15, 2017",2017,TV-G,105 min,"Dramas, International Movies, Romantic Movies","To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others."
s5124,DATA SCIENCE,Pottersville,PYTHON,"Michael Shannon, Judy Greer, Thomas Lennon, Ron Perlman, Christina Hendricks, Ian McShane",USA,"December 15, 2017",2017,PG-13,86 min,"Comedies, Independent Movies","A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town."
s5126,DATA SCIENCE,Wormwood,PYTHON,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",USA,"December 15, 2017",2017,TV-14,1 Season,"Crime TV Shows, Docuseries","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra."
s5127,DATA SCIENCE,Halt and Catch Fire,PYTHON,"Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry Bishé, Toby Huss, Aleksa Palladino, David Wilson Barnes, Morgan Hinkleman, James Cromwell, Manish Dayal, Annabeth Gish",USA,"December 14, 2017",2017,TV-14,4 Seasons,TV Dramas,"Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues."
s5128,DATA SCIENCE,Judd Apatow: The Return,PYTHON,Judd Apatow,USA,"December 12, 2017",2017,TV-MA,70 min,Stand-Up Comedy,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more."
s5130,DATA SCIENCE,El Camino Christmas,PYTHON,"Jessica Alba, Tim Allen, Dax Shepard, Vincent D'Onofrio, Luke Grimes, Kurtwood Smith, Michelle Mylett",USA,"December 8, 2017",2017,TV-MA,89 min,"Comedies, Dramas","Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve."
s5134,DATA SCIENCE,Trolls Holiday Special,PYTHON,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, James Corden, Ron Funches, Kunal Nayyar, Aino Jawo, Caroline Hjelt, Walt Dohrn",USA,"December 6, 2017",2017,TV-Y7,27 min,"Children & Family Movies, Comedies, Music & Musicals","When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one."
s5135,DATA SCIENCE,Craig Ferguson: Tickle Fight,PYTHON,Craig Ferguson,USA,"December 5, 2017",2017,TV-MA,67 min,Stand-Up Comedy,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host."
s5138,DATA SCIENCE,A StoryBots Christmas,PYTHON,"Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",USA,"December 1, 2017",2017,TV-Y,26 min,"Children & Family Movies, Comedies","Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
